type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
COUNTY,AK,SITKA CITY AND BOROUGH,,$2.10,$2.10,securus,07-20-22
COUNTY,AK,SKAGWAY MUNICIPALITY,,$2.10,$2.10,securus,07-20-22
COUNTY,AK,SOUTHEAST FAIRBANKS CENSUS AREA,,$2.10,$2.10,securus,07-20-22
COUNTY,AK,VALDEZ-CORDOVA CENSUS AREA,,$2.10,$2.10,securus,07-20-22
COUNTY,AK,WADE HAMPTON CENSUS AREA,,$2.10,$2.10,securus,07-20-22
COUNTY,AK,WRANGELL CITY AND BOROUGH,,$2.10,$2.10,securus,07-20-22
COUNTY,AK,YAKUTAT CITY AND BOROUGH,,$2.10,$2.10,securus,07-20-22
COUNTY,AK,YUKON-KOYUKUK CENSUS AREA,,$2.10,$2.10,securus,07-20-22
COUNTY,AL,BALDWIN,,$3.15,$3.15,viapath,07-20-22
COUNTY,AL,CHILTON,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,CLEBURNE,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,COLBERT,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,CULLMAN,,$3.37,$4.46,ics,07-20-22
COUNTY,AL,DALE,,$3.15,$3.15,ics,07-20-22
COUNTY,AL,ELMORE,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,ETOWAH,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,HOUSTON,,$3.15,$3.15,ics,07-20-22
COUNTY,AL,JEFFERSON,,$3.75,$3.15,viapath,07-20-22
COUNTY,AL,MOBILE,,$3.75,$2.40,viapath,07-20-22
COUNTY,AL,MONTGOMERY,,$1.50,$2.40,ics,07-20-22
COUNTY,AL,MORGAN,,$3.15,$3.15,ics,07-20-22
COUNTY,AL,PERRY,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,PICKENS,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,TALLAPOOSA,,$3.15,$3.15,viapath,07-20-22
COUNTY,AL,TUSCALOOSA,,$3.15,$3.15,securus,07-20-22
COUNTY,AL,WALKER,,$3.15,$3.15,securus,07-20-22
COUNTY,AR,BAXTER,,$3.15,$3.15,securus,07-20-22
COUNTY,AR,GARLAND,,$3.15,$3.15,securus,07-20-22
COUNTY,AR,MISSISSIPPI,,$3.15,$3.15,securus,07-20-22
COUNTY,AR,NEVADA,,$3.15,$3.15,securus,07-20-22
COUNTY,AR,PHILLIPS,,$3.15,$3.15,ics,07-20-22
COUNTY,AZ,APACHE,,$3.15,$3.15,securus,07-20-22
COUNTY,AZ,COCHISE,,$3.15,$3.15,securus,07-20-22
COUNTY,AZ,GILA,,$3.15,$3.15,viapath,07-20-22
COUNTY,AZ,GRAHAM,,$3.15,$3.15,ics,07-20-22
COUNTY,AZ,MARICOPA,,$2.40,$2.40,viapath,07-20-22
COUNTY,AZ,MOHAVE,,$2.25,$2.25,ics,07-20-22
COUNTY,AZ,PIMA,,$2.40,$2.40,viapath,07-20-22
COUNTY,AZ,PINAL,,$2.70,$2.70,securus,07-20-22
COUNTY,AZ,SANTA CRUZ,,$3.15,$3.15,securus,07-20-22
COUNTY,AZ,YAVAPAI,,$3.15,$3.15,securus,07-20-22
COUNTY,AZ,YUMA,,$3.15,$3.15,securus,07-20-22
COUNTY,CA,ALAMEDA,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,AMADOR,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,BUTTE,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,CALAVERAS,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,CONTRA COSTA,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,DEL NORTE,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,EL DORADO,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,FRESNO,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,GLENN,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,INYO,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,KERN,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,KINGS,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,LOS ANGELES,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,MADERA,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,MARIN,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,MENDOCINO,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,MERCED,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,MONO,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,NAPA,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,ORANGE,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,PLACER,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,RIVERSIDE,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,SACRAMENTO,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,SAN BENITO,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,SAN BERNARDINO,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,SAN DIEGO,,$0.00,$0.00,securus,07-20-22
COUNTY,CA,SAN FRANCISCO,,$0.00,$0.00,viapath,07-20-22
COUNTY,CA,SAN MATEO,,$0.30,$0.30,ics,07-20-22
COUNTY,CA,SANTA CLARA,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,SANTA CRUZ,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,SHASTA,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,SOLANO,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,SONOMA,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,STANISLAUS,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,SUTTER,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,TEHAMA,,$1.05,$1.05,ics,07-20-22
COUNTY,CA,TRINITY,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,TULARE,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,TUOLUMNE,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,VENTURA,,$1.05,$1.05,securus,07-20-22
COUNTY,CA,YOLO,,$1.05,$1.05,viapath,07-20-22
COUNTY,CA,YUBA,,$1.05,$1.05,viapath,07-20-22
COUNTY,CO,ARAPAHOE,,$2.40,$2.40,viapath,07-20-22
COUNTY,CO,CHAFFEE,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,CLEAR CREEK,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,DENVER,,$1.29,$1.29,securus,07-20-22
COUNTY,CO,DOUGLAS,,$2.85,$2.85,securus,07-20-22
COUNTY,CO,EL PASO,,$1.80,$1.80,viapath,07-20-22
COUNTY,CO,FREMONT,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,GARFIELD,,$3.00,$3.00,ics,07-20-22
COUNTY,CO,HUERFANO,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,JEFFERSON,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,LAKE,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,LAS ANIMAS,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,PARK,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,PUEBLO,,$2.40,$2.40,ics,07-20-22
COUNTY,CO,ROUTT,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,SUMMIT,,$3.15,$3.15,securus,07-20-22
COUNTY,CO,WELD,,$3.00,$3.00,securus,07-20-22
COUNTY,CT,FAIRFIELD,,$0.00,$0.00,securus,07-20-22
COUNTY,CT,HARTFORD,,$0.00,$0.00,securus,07-20-22
COUNTY,CT,LITCHFIELD,,$0.00,$0.00,securus,07-20-22
COUNTY,CT,MIDDLESEX,,$0.00,$0.00,securus,07-20-22
COUNTY,CT,NEW HAVEN,,$0.00,$0.00,securus,07-20-22
COUNTY,CT,NEW LONDON,,$0.00,$0.00,securus,07-20-22
COUNTY,CT,TOLLAND,,$0.00,$0.00,securus,07-20-22
COUNTY,CT,WINDHAM,,$0.00,$0.00,securus,07-20-22
COUNTY,DC,DISTRICT OF COLUMBIA,,$1.20,$1.20,viapath,07-20-22
COUNTY,DE,KENT,,$0.60,$0.60,viapath,07-20-22
COUNTY,DE,NEW CASTLE,,$0.60,$0.60,viapath,07-20-22
COUNTY,DE,SUSSEX,,$0.60,$0.60,viapath,07-20-22
COUNTY,FL,ALACHUA,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,BAKER,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,BRADFORD,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,BROWARD,,$1.84,$1.84,securus,07-20-22
COUNTY,FL,CHARLOTTE,,$3.15,$3.15,viapath,07-20-22
COUNTY,FL,CITRUS,,$3.00,$3.00,securus,07-20-22
COUNTY,FL,COLLIER,,$2.40,$2.40,viapath,07-20-22
COUNTY,FL,COLUMBIA,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,DUVAL,,$4.20,$2.40,viapath,07-20-22
COUNTY,FL,ESCAMBIA,,$2.25,$2.25,viapath,07-20-22
COUNTY,FL,FLAGLER,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,GADSDEN,,$3.00,$3.00,securus,07-20-22
COUNTY,FL,GLADES,,$3.75,$3.15,viapath,07-20-22
COUNTY,FL,HAMILTON,,$3.15,$3.15,ics,07-20-22
COUNTY,FL,HARDEE,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,HIGHLANDS,,$3.75,$3.15,viapath,07-20-22
COUNTY,FL,HILLSBOROUGH,,$1.50,$1.50,viapath,07-20-22
COUNTY,FL,JACKSON,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,LAFAYETTE,,$3.15,$3.15,ics,07-20-22
COUNTY,FL,LAKE,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,LEE,,$2.40,$2.40,viapath,07-20-22
COUNTY,FL,LEON,,$2.40,$2.40,securus,07-20-22
COUNTY,FL,LEVY,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,MADISON,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,MANATEE,,$2.40,$2.40,viapath,07-20-22
COUNTY,FL,MARTIN,,$3.15,$3.15,viapath,07-20-22
COUNTY,FL,MIAMI-DADE,,$0.75,$0.75,viapath,07-20-22
COUNTY,FL,MONROE,,$3.15,$3.15,ics,07-20-22
COUNTY,FL,NASSAU,,$3.75,$3.15,viapath,07-20-22
COUNTY,FL,OKALOOSA,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,ORANGE,,$2.10,$2.10,viapath,07-20-22
COUNTY,FL,OSCEOLA,,$3.15,$3.15,ics,07-20-22
COUNTY,FL,PINELLAS,,$2.40,$2.40,viapath,07-20-22
COUNTY,FL,POLK,,$2.40,$2.40,securus,07-20-22
COUNTY,FL,PUTNAM,,$3.00,$3.00,securus,07-20-22
COUNTY,FL,SANTA ROSA,,$3.15,$3.15,viapath,07-20-22
COUNTY,FL,SARASOTA,,$2.25,$2.25,viapath,07-20-22
COUNTY,FL,SEMINOLE,,$2.85,$2.85,securus,07-20-22
COUNTY,FL,ST. LUCIE,,$2.40,$2.40,viapath,07-20-22
COUNTY,FL,SUMTER,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,SUWANNEE,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,TAYLOR,,$3.15,$3.15,securus,07-20-22
COUNTY,FL,UNION,,$5.10,$3.15,viapath,07-20-22
COUNTY,FL,VOLUSIA,,$2.40,$2.40,ics,07-20-22
COUNTY,FL,WAKULLA,,$3.00,$3.00,securus,07-20-22
COUNTY,FL,WALTON,,$3.15,$3.15,viapath,07-20-22
COUNTY,FL,WASHINGTON,,$3.15,$3.15,ics,07-20-22
COUNTY,GA,BALDWIN,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,BARROW,,$2.70,$3.15,securus,07-20-22
COUNTY,GA,BARTOW,,$2.40,$2.40,ics,07-20-22
COUNTY,GA,BIBB,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,CATOOSA,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,CHATTOOGA,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,CLAYTON,,$2.70,$3.15,securus,07-20-22
COUNTY,GA,COBB,,$1.80,$2.40,viapath,07-20-22
COUNTY,GA,COLUMBIA,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,COWETA,,$2.10,$2.10,ics,07-20-22
COUNTY,GA,FAYETTE,,$2.70,$3.15,securus,07-20-22
COUNTY,GA,FORSYTH,,$2.70,$3.15,securus,07-20-22
COUNTY,GA,FULTON,,$2.40,$2.40,securus,07-20-22
COUNTY,GA,GRADY,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,HARRIS,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,JACKSON,,$2.10,$2.10,ics,07-20-22
COUNTY,GA,JEFFERSON,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,MARION,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,MCDUFFIE,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,MERIWETHER,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,MITCHELL,,$2.70,$2.70,ics,07-20-22
COUNTY,GA,PIKE,,$2.70,$3.15,securus,07-20-22
COUNTY,GA,ROCKDALE,,$2.70,$3.15,securus,07-20-22
COUNTY,GA,SCREVEN,,$2.10,$2.10,ics,07-20-22
COUNTY,GA,TATTNALL,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,THOMAS,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,TROUP,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,WALKER,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,WASHINGTON,,$3.15,$3.15,ics,07-20-22
COUNTY,GA,WILKES,,$2.85,$3.15,securus,07-20-22
COUNTY,GA,WILKINSON,,$2.85,$3.15,securus,07-20-22
COUNTY,HI,HAWAII,,$1.05,$1.05,viapath,07-20-22
COUNTY,HI,HONOLULU,,$1.05,$1.05,viapath,07-20-22
COUNTY,HI,KALAWAO,,$1.05,$1.05,viapath,07-20-22
COUNTY,HI,KAUAI,,$1.05,$1.05,viapath,07-20-22
COUNTY,HI,MAUI,,$1.05,$1.05,viapath,07-20-22
COUNTY,IA,AUDUBON,,$3.15,$3.15,securus,07-20-22
COUNTY,IA,BLACK HAWK,,$3.15,$3.15,viapath,07-20-22
COUNTY,IA,BREMER,,$3.15,$3.15,securus,07-20-22
COUNTY,IA,CLARKE,,$3.15,$3.15,securus,07-20-22
COUNTY,IA,DUBUQUE,,$3.15,$3.15,ics,07-20-22
COUNTY,IA,JASPER,,$3.15,$3.15,ics,07-20-22
COUNTY,IA,MAHASKA,,$3.15,$3.15,securus,07-20-22
COUNTY,IA,POLK,,$2.25,$2.25,securus,07-20-22
COUNTY,IA,SCOTT,,$2.40,$2.40,viapath,07-20-22
COUNTY,IA,STORY,,$3.15,$3.15,securus,07-20-22
COUNTY,IA,WEBSTER,,$3.15,$3.15,securus,07-20-22
COUNTY,ID,BANNOCK,,$3.15,$3.15,securus,07-20-22
COUNTY,ID,BENEWAH,,$3.15,$3.15,securus,07-20-22
COUNTY,ID,CASSIA,,$3.15,$3.15,securus,07-20-22
COUNTY,ID,CUSTER,,$3.15,$3.15,securus,07-20-22
COUNTY,ID,NEZ PERCE,,$3.15,$3.15,securus,07-20-22
COUNTY,ID,VALLEY,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,ADAMS,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,BOONE,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,CHAMPAIGN,,$1.88,$1.88,securus,07-20-22
COUNTY,IL,CLINTON,,$3.15,$3.15,ics,07-20-22
COUNTY,IL,CRAWFORD,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,DUPAGE,,$3.15,$3.15,viapath,07-20-22
COUNTY,IL,FORD,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,GRUNDY,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,IROQUOIS,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,JACKSON,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,KANE,,$2.25,$2.25,ics,07-20-22
COUNTY,IL,KANKAKEE,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,KENDALL,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,KNOX,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,LAKE,,$1.05,$1.05,viapath,07-20-22
COUNTY,IL,LAWRENCE,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,LEE,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,MADISON,,$3.15,$3.15,ics,07-20-22
COUNTY,IL,MARSHALL,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,MCHENRY,,$3.15,$3.15,ics,07-20-22
COUNTY,IL,MCLEAN,,$3.15,$3.15,ics,07-20-22
COUNTY,IL,MERCER,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,OGLE,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,PEORIA,,$3.00,$3.15,viapath,07-20-22
COUNTY,IL,PERRY,,$3.15,$3.15,ics,07-20-22
COUNTY,IL,ROCK ISLAND,,$3.15,$3.15,viapath,07-20-22
COUNTY,IL,SANGAMON,,$3.15,$3.15,ics,07-20-22
COUNTY,IL,ST. CLAIR,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,STEPHENSON,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,TAZEWELL,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,UNION,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,VERMILION,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,WHITESIDE,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,WILL,,$3.15,$3.15,securus,07-20-22
COUNTY,IL,WINNEBAGO,,$3.15,$3.15,viapath,07-20-22
COUNTY,IL,WOODFORD,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,ALLEN,,$3.15,$3.15,viapath,07-20-22
COUNTY,IN,BLACKFORD,,$3.15,$3.15,ics,07-20-22
COUNTY,IN,CLAY,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,DEKALB,,$3.15,$3.15,ics,07-20-22
COUNTY,IN,ELKHART,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,FAYETTE,,$3.15,$3.15,ics,07-20-22
COUNTY,IN,FLOYD,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,GRANT,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,HARRISON,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,HOWARD,,$3.60,$3.15,viapath,07-20-22
COUNTY,IN,KOSCIUSKO,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,LAPORTE,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,LAWRENCE,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,MONTGOMERY,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,MORGAN,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,PULASKI,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,SHELBY,,$3.15,$3.15,securus,07-20-22
COUNTY,IN,ST. JOSEPH,,$3.60,$3.15,viapath,07-20-22
COUNTY,IN,STEUBEN,,$3.15,$3.15,ics,07-20-22
COUNTY,KS,ATCHISON,,$2.10,$2.10,ics,07-20-22
COUNTY,KS,BARTON,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,BUTLER,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,COWLEY,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,DOUGLAS,,$3.15,$3.15,ics,07-20-22
COUNTY,KS,EDWARDS,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,ELLSWORTH,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,HARVEY,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,JOHNSON,,$1.50,$1.50,viapath,07-20-22
COUNTY,KS,LABETTE,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,LINCOLN,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,MCPHERSON,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,MEADE,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,OSBORNE,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,OTTAWA,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,RICE,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,SALINE,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,SEDGWICK,,$2.40,$2.40,securus,07-20-22
COUNTY,KS,SEWARD,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,SHAWNEE,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,SMITH,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,STEVENS,,$3.15,$3.15,securus,07-20-22
COUNTY,KS,WYANDOTTE,,$1.95,$1.95,securus,07-20-22
COUNTY,KY,BARREN,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,CALDWELL,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,CARTER,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,CLAY,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,CLINTON,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,CRITTENDEN,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,ESTILL,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,FLOYD,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,FRANKLIN,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,GRAVES,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,HARDIN,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,HART,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,HENDERSON,,$3.00,$3.00,securus,07-20-22
COUNTY,KY,JEFFERSON,,$1.35,$1.35,securus,07-20-22
COUNTY,KY,JOHNSON,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,LAWRENCE,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,LEE,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,LETCHER,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,FAYETTE,,$2.10,$2.10,securus,07-20-22
COUNTY,KY,MAGOFFIN,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,MARTIN,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,MEADE,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,SCOTT,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,WARREN,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,WOLFE,,$3.15,$3.15,securus,07-20-22
COUNTY,KY,WOODFORD,,$2.55,$3.15,securus,07-20-22
COUNTY,LA,EAST BATON ROUGE,,$2.25,$2.40,ics,07-20-22
COUNTY,LA,EAST CARROLL,,$2.40,$2.40,securus,07-20-22
COUNTY,LA,JEFFERSON,,$2.85,$2.85,securus,07-20-22
COUNTY,LA,LAFOURCHE,,$1.35,$1.35,ics,07-20-22
COUNTY,LA,MOREHOUSE,,$3.15,$3.15,securus,07-20-22
COUNTY,LA,ORLEANS,,$3.15,$3.15,securus,07-20-22
COUNTY,LA,OUACHITA,,$2.40,$2.40,viapath,07-20-22
COUNTY,LA,ST. JOHN THE BAPTIST,,$3.15,$3.15,securus,07-20-22
COUNTY,LA,WEBSTER,,$2.10,$2.10,viapath,07-20-22
COUNTY,MA,BARNSTABLE,,$2.10,$2.10,securus,07-20-22
COUNTY,MA,BERKSHIRE,,$2.10,$2.10,securus,07-20-22
COUNTY,MA,BRISTOL,,$2.10,$2.10,securus,07-20-22
COUNTY,MA,DUKES,,$2.10,$2.10,securus,07-20-22
COUNTY,MA,ESSEX,,$2.10,$2.10,securus,07-20-22
COUNTY,MA,HAMPDEN,,$1.80,$1.80,ics,07-20-22
COUNTY,MA,HAMPSHIRE,,$2.10,$2.10,ics,07-20-22
COUNTY,MA,MIDDLESEX,,$2.10,$2.10,securus,07-20-22
COUNTY,MA,PLYMOUTH,,$2.10,$2.10,securus,07-20-22
COUNTY,MA,WORCESTER,,$2.10,$2.10,securus,07-20-22
COUNTY,MD,ANNE ARUNDEL,,$1.05,$2.40,ics,07-20-22
COUNTY,MD,BALTIMORE,,$1.50,$2.40,ics,07-20-22
COUNTY,MD,CAROLINE,,$3.15,$3.15,viapath,07-20-22
COUNTY,MD,CARROLL,,$2.25,$3.15,viapath,07-20-22
COUNTY,MD,CECIL,,$2.40,$2.40,ics,07-20-22
COUNTY,MD,CHARLES,,$2.40,$2.40,ics,07-20-22
COUNTY,MD,DORCHESTER,,$3.15,$3.15,securus,07-20-22
COUNTY,MD,HARFORD,,$2.40,$2.40,ics,07-20-22
COUNTY,MD,HOWARD,,$1.05,$2.40,ics,07-20-22
COUNTY,MD,MONTGOMERY,,$0.75,$0.75,ics,07-20-22
COUNTY,MD,QUEEN ANNE'S,,$1.95,$3.15,securus,07-20-22
COUNTY,MD,SOMERSET,,$2.40,$2.40,securus,07-20-22
COUNTY,MD,ST. MARY'S,,$2.40,$2.40,ics,07-20-22
COUNTY,MD,TALBOT,,$3.15,$3.15,securus,07-20-22
COUNTY,MD,WASHINGTON,,$2.40,$2.40,ics,07-20-22
COUNTY,MD,WICOMICO,,$1.65,$1.65,viapath,07-20-22
COUNTY,MD,WORCESTER,,$3.15,$3.15,securus,07-20-22
COUNTY,ME,ANDROSCOGGIN,,$3.15,$3.15,securus,07-20-22
COUNTY,ME,AROOSTOOK,,$3.15,$3.15,securus,07-20-22
