type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
COUNTY,AL,PERRY,,$3.15,$3.15,securus, 08-06-24
COUNTY,AL,TALLAPOOSA,,$3.15,$3.15,viapath, 08-06-24
COUNTY,AL,TUSCALOOSA,,$3.15,$3.15,securus, 08-06-24
COUNTY,AL,WILCOX,,$3.75,$3.15,amtel, 08-06-24
COUNTY,AR,BAXTER,,$3.15,$3.15,securus, 08-06-24
COUNTY,AR,MISSISSIPPI,,$3.15,$3.15,securus, 08-06-24
COUNTY,AR,PHILLIPS,,$3.15,$3.15,ics, 08-06-24
COUNTY,AZ,APACHE,,$3.15,$3.15,securus, 08-06-24
COUNTY,AZ,COCHISE,,$3.15,$3.15,securus, 08-06-24
COUNTY,AZ,GILA,,$3.15,$3.15,viapath, 08-06-24
COUNTY,AZ,GRAHAM,,$3.15,$3.15,ics, 08-06-24
COUNTY,AZ,MARICOPA,,$2.40,$2.40,viapath, 08-06-24
COUNTY,AZ,MOHAVE,,$2.25,$2.25,ics, 08-06-24
COUNTY,AZ,PIMA,,$2.40,$2.40,viapath, 08-06-24
COUNTY,AZ,PINAL,,$2.70,$2.70,securus, 08-06-24
COUNTY,AZ,SANTA CRUZ,,$3.15,$3.15,securus, 08-06-24
COUNTY,AZ,YAVAPAI,,$3.15,$3.15,securus, 08-06-24
COUNTY,AZ,YUMA,,$3.15,$3.15,securus, 08-06-24
COUNTY,CA,ALAMEDA,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,AMADOR,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,BUTTE,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,CALAVERAS,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,CONTRA COSTA,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,DEL NORTE,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,EL DORADO,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,FRESNO,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,GLENN,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,HUMBOLDT,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,INYO,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,KERN,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,KINGS,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,LOS ANGELES,,$0.00,$0.00,viapath, 08-06-24
COUNTY,CA,MADERA,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,MARIN,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,MENDOCINO,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,MERCED,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,MONO,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,NAPA,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,ORANGE,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,PLACER,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,RIVERSIDE,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,SACRAMENTO,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,SAN BENITO,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,SAN BERNARDINO,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,SAN DIEGO,,$0.00,$0.00,securus, 08-06-24
COUNTY,CA,SAN FRANCISCO,,$0.00,$0.00,viapath, 08-06-24
COUNTY,CA,SAN JOAQUIN,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,SAN MATEO,,$0.29,$0.29,ics, 08-06-24
COUNTY,CA,SANTA CLARA,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,SANTA CRUZ,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,SHASTA,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,SOLANO,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,SONOMA,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,STANISLAUS,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,SUTTER,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,TEHAMA,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,TRINITY,,$1.10,$1.10,ics, 08-06-24
COUNTY,CA,TULARE,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CA,TUOLUMNE,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,VENTURA,,$1.05,$1.05,securus, 08-06-24
COUNTY,CA,YOLO,,$1.05,$1.05,ics, 08-06-24
COUNTY,CA,YUBA,,$1.05,$1.05,viapath, 08-06-24
COUNTY,CO,ARAPAHOE,,$2.40,$2.40,viapath, 08-06-24
COUNTY,CO,CHAFFEE,,$3.15,$3.15,securus, 08-06-24
COUNTY,CO,CLEAR CREEK,,$3.15,$3.15,securus, 08-06-24
COUNTY,CO,DENVER,,$1.29,$1.29,securus, 08-06-24
COUNTY,CO,DOUGLAS,,$2.85,$2.85,securus, 08-06-24
COUNTY,CO,FREMONT,,$3.15,$3.15,securus, 08-06-24
COUNTY,CO,GARFIELD,,$3.00,$3.00,ics, 08-06-24
COUNTY,CO,HUERFANO,,$3.15,$3.15,securus, 08-06-24
COUNTY,CO,JEFFERSON,,$2.40,$2.40,securus, 08-06-24
COUNTY,CO,LARIMER,,$3.15,$3.15,viapath, 08-06-24
COUNTY,CO,LINCOLN,,$3.15,$3.15,securus, 08-06-24
COUNTY,CO,MESA,,$1.05,$1.05,ics, 08-06-24
COUNTY,CO,PARK,,$3.15,$3.15,securus, 08-06-24
COUNTY,CO,PUEBLO,,$2.40,$2.40,ics, 08-06-24
COUNTY,CO,SUMMIT,,$3.15,$3.15,securus, 08-06-24
COUNTY,CO,WELD,,$3.00,$3.00,viapath, 08-06-24
COUNTY,CT,FAIRFIELD,,$0.00,$0.00,securus, 08-06-24
COUNTY,CT,HARTFORD,,$0.00,$0.00,securus, 08-06-24
COUNTY,CT,LITCHFIELD,,$0.00,$0.00,securus, 08-06-24
COUNTY,CT,MIDDLESEX,,$0.00,$0.00,securus, 08-06-24
COUNTY,CT,NEW HAVEN,,$0.00,$0.00,securus, 08-06-24
COUNTY,CT,NEW LONDON,,$0.00,$0.00,securus, 08-06-24
COUNTY,CT,TOLLAND,,$0.00,$0.00,securus, 08-06-24
COUNTY,CT,WINDHAM,,$0.00,$0.00,securus, 08-06-24
COUNTY,DC,DISTRICT OF COLUMBIA,,$1.20,$1.20,viapath, 08-06-24
COUNTY,DE,KENT,,$0.60,$0.60,viapath, 08-06-24
COUNTY,DE,NEW CASTLE,,$0.60,$0.60,viapath, 08-06-24
COUNTY,DE,SUSSEX,,$0.60,$0.60,viapath, 08-06-24
COUNTY,FL,BAY,,$3.00,$2.10,viapath, 08-06-24
COUNTY,FL,BROWARD,,$1.84,$1.84,securus, 08-06-24
COUNTY,FL,CITRUS,,$3.00,$3.00,securus, 08-06-24
COUNTY,FL,CLAY,,$2.40,$3.15,securus, 08-06-24
COUNTY,FL,COLLIER,,$2.40,$2.40,viapath, 08-06-24
COUNTY,FL,COLUMBIA,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,DESOTO,,$3.15,$3.15,paytel, 08-06-24
COUNTY,FL,DIXIE,,$4.50,$3.15,amtel, 08-06-24
COUNTY,FL,DUVAL,,$4.20,$2.40,viapath, 08-06-24
COUNTY,FL,ESCAMBIA,,$2.25,$2.25,viapath, 08-06-24
COUNTY,FL,FLAGLER,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,GILCHRIST,,$4.50,$3.15,amtel, 08-06-24
COUNTY,FL,GLADES,,$3.75,$3.15,viapath, 08-06-24
COUNTY,FL,GULF,,$4.50,$3.15,amtel, 08-06-24
COUNTY,FL,HAMILTON,,$3.15,$3.15,ics, 08-06-24
COUNTY,FL,HARDEE,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,HIGHLANDS,,$3.75,$3.15,viapath, 08-06-24
COUNTY,FL,HILLSBOROUGH,,$1.49,$1.49,viapath, 08-06-24
COUNTY,FL,JACKSON,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,JEFFERSON,,$3.00,$3.15,paytel, 08-06-24
COUNTY,FL,LAFAYETTE,,$3.15,$3.15,ics, 08-06-24
COUNTY,FL,LAKE,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,LEE,,$2.40,$2.40,viapath, 08-06-24
COUNTY,FL,LEON,,$2.40,$2.40,securus, 08-06-24
COUNTY,FL,MADISON,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,MANATEE,,$2.10,$2.10,viapath, 08-06-24
COUNTY,FL,MARION,,$2.40,$2.40,securus, 08-06-24
COUNTY,FL,MARTIN,,$3.15,$3.15,viapath, 08-06-24
COUNTY,FL,MIAMI-DADE,,$0.68,$0.68,viapath, 08-06-24
COUNTY,FL,MONROE,,$3.15,$3.15,ics, 08-06-24
COUNTY,FL,NASSAU,,$5.63,$3.15,amtel, 08-06-24
COUNTY,FL,OKALOOSA,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,ORANGE,,$2.18,$2.18,viapath, 08-06-24
COUNTY,FL,OSCEOLA,,$3.15,$3.15,ics, 08-06-24
COUNTY,FL,PALM BEACH,,$2.40,$2.40,securus, 08-06-24
COUNTY,FL,PASCO,,$2.40,$2.40,ics, 08-06-24
COUNTY,FL,PINELLAS,,$2.40,$2.40,viapath, 08-06-24
COUNTY,FL,POLK,,$2.40,$2.40,securus, 08-06-24
COUNTY,FL,PUTNAM,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,SANTA ROSA,,$3.15,$3.15,viapath, 08-06-24
COUNTY,FL,SARASOTA,,$2.25,$2.25,viapath, 08-06-24
COUNTY,FL,SEMINOLE,,$2.85,$2.85,securus, 08-06-24
COUNTY,FL,ST. LUCIE,,$2.40,$2.40,viapath, 08-06-24
COUNTY,FL,SUWANNEE,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,TAYLOR,,$3.15,$3.15,securus, 08-06-24
COUNTY,FL,UNION,,$5.10,$3.15,viapath, 08-06-24
COUNTY,FL,VOLUSIA,,$2.40,$2.40,ics, 08-06-24
COUNTY,FL,WAKULLA,,$3.00,$3.00,securus, 08-06-24
COUNTY,FL,WALTON,,$3.15,$3.15,viapath, 08-06-24
COUNTY,GA,APPLING,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,BACON,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,BALDWIN,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,BARROW,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,BARTOW,,$2.40,$2.40,ics, 08-06-24
COUNTY,GA,BIBB,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,BULLOCH,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,BURKE,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,BUTTS,,$2.70,$3.15,paytel, 08-06-24
COUNTY,GA,CAMDEN,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,CARROLL,,$2.40,$3.15,securus, 08-06-24
COUNTY,GA,CATOOSA,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,CHATHAM,,$2.40,$2.40,paytel, 08-06-24
COUNTY,GA,CLARKE,,$2.85,$2.48,securus, 08-06-24
COUNTY,GA,COBB,,$1.80,$2.40,viapath, 08-06-24
COUNTY,GA,COLQUITT,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,COLUMBIA,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,COOK,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,COWETA,,$2.10,$3.15,paytel, 08-06-24
COUNTY,GA,CRISP,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,DEKALB,,$2.40,$2.40,securus, 08-06-24
COUNTY,GA,DODGE,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,DOOLY,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,DOUGHERTY,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,ELBERT,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,EMANUEL,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,EVANS,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,FAYETTE,,$2.70,$3.15,securus, 08-06-24
COUNTY,GA,FORSYTH,,$2.70,$3.15,securus, 08-06-24
COUNTY,GA,FRANKLIN,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,FULTON,,$2.40,$2.40,securus, 08-06-24
COUNTY,GA,GILMER,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,GLYNN,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,GORDON,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,GRADY,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,GREENE,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,GWINNETT,,$1.95,$2.85,securus, 08-06-24
COUNTY,GA,HABERSHAM,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,HALL,,$2.70,$3.15,securus, 08-06-24
COUNTY,GA,HARALSON,,$2.70,$3.15,paytel, 08-06-24
COUNTY,GA,HARRIS,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,HART,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,HEARD,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,HENRY,,$2.70,$3.15,securus, 08-06-24
COUNTY,GA,HOUSTON,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,IRWIN,,$4.35,$3.15,amtel, 08-06-24
COUNTY,GA,JACKSON,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,JASPER,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,JEFFERSON,,$2.10,$2.10,ics, 08-06-24
COUNTY,GA,JENKINS,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,JOHNSON,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,JONES,,$1.35,$1.35,paytel, 08-06-24
COUNTY,GA,LAMAR,,$2.70,$3.15,paytel, 08-06-24
COUNTY,GA,LEE,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,LUMPKIN,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,MADISON,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,MARION,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,MCDUFFIE,,$2.70,$2.70,ics, 08-06-24
COUNTY,GA,MERIWETHER,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,MORGAN,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,NEWTON,,$2.70,$3.15,paytel, 08-06-24
COUNTY,GA,OCONEE,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,OGLETHORPE,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,PEACH,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,PICKENS,,$2.70,$3.15,paytel, 08-06-24
COUNTY,GA,PIKE,,$2.70,$3.15,securus, 08-06-24
COUNTY,GA,PULASKI,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,PUTNAM,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,RABUN,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,ROCKDALE,,$2.70,$3.15,securus, 08-06-24
COUNTY,GA,SCHLEY,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,SCREVEN,,$2.10,$2.10,ics, 08-06-24
COUNTY,GA,SPALDING,,$2.70,$3.15,securus, 08-06-24
COUNTY,GA,TALBOT,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,TATTNALL,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,TAYLOR,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,THOMAS,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,TIFT,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,TREUTLEN,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,TROUP,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,TURNER,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,TWIGGS,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,UPSON,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,WALKER,,$2.85,$3.15,securus, 08-06-24
COUNTY,GA,WALTON,,$2.70,$3.15,paytel, 08-06-24
COUNTY,GA,WARE,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,WASHINGTON,,$3.15,$3.15,ics, 08-06-24
COUNTY,GA,WHEELER,,$2.85,$3.15,amtel, 08-06-24
COUNTY,GA,WHITE,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,WHITFIELD,,$2.85,$3.15,paytel, 08-06-24
COUNTY,GA,WILCOX,,$4.35,$3.15,amtel, 08-06-24
COUNTY,GA,WILKES,,$2.85,$3.15,securus, 08-06-24
COUNTY,HI,HAWAII,,$0.81,$0.81,viapath, 08-06-24
COUNTY,HI,HONOLULU,,$0.81,$0.81,viapath, 08-06-24
COUNTY,HI,KALAWAO,,$0.81,$0.81,viapath, 08-06-24
COUNTY,HI,KAUAI,,$0.81,$0.81,viapath, 08-06-24
COUNTY,HI,MAUI,,$0.81,$0.81,viapath, 08-06-24
COUNTY,IA,ADAIR,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,ADAMS,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,ALLAMAKEE,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,APPANOOSE,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,AUDUBON,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,BLACK HAWK,,$3.15,$3.15,viapath, 08-06-24
COUNTY,IA,BREMER,,$3.15,$3.15,securus, 08-06-24
COUNTY,IA,BUCHANAN,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,BUENA VISTA,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,CHEROKEE,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,CHICKASAW,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,CLARKE,,$3.15,$3.15,securus, 08-06-24
COUNTY,IA,CLAY,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,DICKINSON,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,DUBUQUE,,$3.15,$3.15,ics, 08-06-24
COUNTY,IA,EMMET,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,FAYETTE,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,FREMONT,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,GRUNDY,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,GUTHRIE,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,HAMILTON,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,HENRY,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,HOWARD,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,HUMBOLDT,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,IDA,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,JASPER,,$3.15,$3.15,ics, 08-06-24
COUNTY,IA,JONES,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,KEOKUK,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,KOSSUTH,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,LYON,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,MAHASKA,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,MILLS,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,MONONA,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,O'BRIEN,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,PAGE,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,PALO ALTO,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,PLYMOUTH,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,POLK,,$2.25,$2.25,ics, 08-06-24
COUNTY,IA,POWESHIEK,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,RINGGOLD,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,SAC,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,SCOTT,,$2.40,$2.40,viapath, 08-06-24
COUNTY,IA,SHELBY,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,SIOUX,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,STORY,,$2.85,$2.85,securus, 08-06-24
COUNTY,IA,TAYLOR,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,VAN BUREN,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,WARREN,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,WAYNE,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,WEBSTER,,$3.15,$3.15,securus, 08-06-24
COUNTY,IA,WORTH,,$3.75,$3.15,reliance, 08-06-24
COUNTY,IA,WRIGHT,,$3.75,$3.15,reliance, 08-06-24
COUNTY,ID,BANNOCK,,$3.15,$3.15,securus, 08-06-24
COUNTY,ID,CASSIA,,$3.15,$3.15,securus, 08-06-24
COUNTY,ID,CUSTER,,$3.15,$3.15,securus, 08-06-24
COUNTY,ID,NEZ PERCE,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,ADAMS,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,BOONE,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,CHAMPAIGN,,$1.88,$1.88,securus, 08-06-24
COUNTY,IL,CLINTON,,$3.15,$3.15,ics, 08-06-24
COUNTY,IL,CRAWFORD,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,DUPAGE,,$3.15,$3.15,viapath, 08-06-24
COUNTY,IL,JACKSON,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,KANE,,$2.25,$2.25,ics, 08-06-24
COUNTY,IL,KANKAKEE,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,KENDALL,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,KNOX,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,LAKE,,$1.05,$1.05,ics, 08-06-24
COUNTY,IL,LAWRENCE,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,MADISON,,$3.15,$3.15,ics, 08-06-24
COUNTY,IL,MARSHALL,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,MCHENRY,,$3.15,$3.15,ics, 08-06-24
COUNTY,IL,MCLEAN,,$3.15,$3.15,ics, 08-06-24
COUNTY,IL,PEORIA,,$3.00,$3.15,viapath, 08-06-24
COUNTY,IL,ROCK ISLAND,,$3.15,$3.15,viapath, 08-06-24
COUNTY,IL,SALINE,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,ST CLAIR,,$3.15,$3.15,ics, 08-06-24
COUNTY,IL,TAZEWELL,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,VERMILION,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,WHITESIDE,,$3.15,$3.15,securus, 08-06-24
COUNTY,IL,WINNEBAGO,,$3.15,$3.15,viapath, 08-06-24
